timestamp,pressure(psi),flow_rate(gpm),viscosity(cP),depth(ft),fluid_loss_risk(0-1)
2025-04-24 23:04:42.612251,2864.602954696134,472.2335972072636,10.232394891896924,1000.0,0.8232724227000127
2025-04-24 23:04:43.612251,3043.0788652693905,515.4233321192487,8.689091195082046,1004.0040040040041,0.7297529259156685
2025-04-24 23:04:44.612251,3009.4150309379634,449.3257716008641,10.196246309674965,1008.008008008008,0.065854716955142
2025-04-24 23:04:45.612251,2925.525007706258,477.9548250545051,9.738461369336987,1012.0120120120121,0.138686747424278
2025-04-24 23:04:46.612251,3000.6252639172253,506.5477382561944,10.706762224422695,1016.016016016016,0.6057188012473661
2025-04-24 23:04:47.612251,2892.8696374367364,432.8999231794328,9.82685263808264,1020.0200200200201,0.3384876854757327
2025-04-24 23:04:48.612251,2971.738025351091,500.8851479884951,10.366793108877143,1024.0240240240241,0.2978262797913057
2025-04-24 23:04:49.612251,2970.4001359118183,533.7763241273042,9.67662463068307,1028.028028028028,0.599119597326684
2025-04-24 23:04:50.612251,2965.320830531338,533.2242734543686,10.39761439551534,1032.032032032032,0.738438005272303
2025-04-24 23:04:51.612251,2988.596352906214,553.7842135218818,9.96028327795967,1036.036036036036,0.9401408921231231
2025-04-24 23:04:52.612251,3071.5997358117165,562.3988007273417,10.737925933916673,1040.0400400400401,0.5734599624623828
2025-04-24 23:04:53.612251,2833.652325327636,585.6811699465611,11.499504517375769,1044.044044044044,0.4241457437859941
2025-04-24 23:04:54.612251,2977.3579909716946,423.6082861606601,7.923219379130947,1048.048048048048,0.029514677551643165
2025-04-24 23:04:55.612251,2975.4463147205643,463.8867687917591,11.570389458719609,1052.052052052052,0.2904631948672852
2025-04-24 23:04:56.612251,2862.5712529141724,531.3838577140963,9.457691646958475,1056.0560560560561,0.40577747630086525
2025-04-24 23:04:57.612251,2937.6437452044006,433.63509137381976,10.248780026173591,1060.06006006006,0.2585206020062002
2025-04-24 23:04:58.612251,2973.1658239124145,477.666531498582,9.871671662986731,1064.064064064064,0.9878685054606288
2025-04-24 23:04:59.612251,2778.8103776611442,506.6958134837013,10.44069915117012,1068.068068068068,0.1480635822444385
2025-04-24 23:05:00.612251,3029.076721347674,500.9593135682273,9.637131424855056,1072.0720720720722,0.25549863196423817
2025-04-24 23:05:01.612251,3074.28170669142,556.3343338495624,10.26178585868577,1076.076076076076,0.5426639935169115
2025-04-24 23:05:02.612251,2958.04172673603,510.4982400996343,9.63218849211632,1080.08008008008,0.8623617414397313
2025-04-24 23:05:03.612251,3006.1651552890376,541.7900833213097,10.406583569941601,1084.084084084084,0.7918190069939917
2025-04-24 23:05:04.612251,3088.410394356315,513.7657905039492,10.236705044674478,1088.0880880880882,0.5309152723485823
2025-04-24 23:05:05.612251,3061.3453169646573,478.05163719374787,11.180796298345587,1092.0920920920921,0.26220994066123016
2025-04-24 23:05:06.612251,3139.648423448193,551.3676202518128,9.602385287332993,1096.096096096096,0.1370744602334959
2025-04-24 23:05:07.612251,2964.9870922689033,510.07496224362137,9.66763719068945,1100.1001001001,0.7848159759918045
2025-04-24 23:05:08.612251,2880.060067603982,529.0000217120963,9.77865535344584,1104.1041041041042,0.09605345405307886
2025-04-24 23:05:09.612251,3151.5083339635867,482.7392249134162,13.219887678399989,1108.1081081081081,0.5764394792160363
2025-04-24 23:05:10.612251,2983.3769120983657,469.9723470454371,8.054007607189046,1112.112112112112,0.5706212696307015
2025-04-24 23:05:11.612251,2940.2240541689107,493.62933834919085,11.32776496505754,1116.1161161161162,0.6209168867204133
2025-04-24 23:05:12.612251,3047.468738858786,483.5309295611854,10.863627659040095,1120.1201201201202,0.7555409566158842
2025-04-24 23:05:13.612251,2923.3459671551605,453.9396134731618,8.92247985134387,1124.1241241241241,0.12503820342789762
2025-04-24 23:05:14.612251,3026.0921594821502,399.6290717325892,9.991396737652943,1128.128128128128,0.9942224695885183
2025-04-24 23:05:15.612251,2973.488144969552,488.44319650198196,10.230814252963022,1132.132132132132,0.9989649623122405
2025-04-24 23:05:16.612251,2783.6343457274243,648.141943826401,10.578762619392307,1136.1361361361362,0.07848501582691214
2025-04-24 23:05:17.612251,3037.8553059203123,487.28854582705196,10.56665890378809,1140.1401401401401,0.7349517887685
2025-04-24 23:05:18.612251,3051.1240663122844,483.82698402432334,10.299383124543699,1144.144144144144,0.9409049498179364
2025-04-24 23:05:19.612251,2794.4162832230863,420.7965337476984,9.0017090490021,1148.1481481481483,0.889612446611401
2025-04-24 23:05:20.612251,3065.2087623197162,610.7974917141672,8.466653076435207,1152.1521521521522,0.813128982159543
2025-04-24 23:05:21.612251,3060.85604293435,540.9717602400444,9.27129603380429,1156.1561561561562,0.4087427755010776
2025-04-24 23:05:22.612251,2984.9743212325043,441.901825431525,8.91933287405003,1160.16016016016,0.898777553069959
2025-04-24 23:05:23.612251,3007.197302915935,434.8828112130093,9.68688690596985,1164.1641641641643,0.8826900693644417
2025-04-24 23:05:24.612251,2986.8615512860433,481.08713368868484,7.987891459916307,1168.1681681681682,0.9081029088792111
2025-04-24 23:05:25.612251,3040.4838544760432,464.5932810474043,9.0709569630092,1172.1721721721722,0.597852971037226
2025-04-24 23:05:26.612251,3085.9772062755173,488.2787637000005,9.356600206011612,1176.176176176176,0.6524190770549302
2025-04-24 23:05:27.612251,2827.429432703795,468.0314911422014,8.42069385545216,1180.1801801801803,0.7098608416190867
2025-04-24 23:05:28.612251,2950.51133824612,554.5525105077404,11.076905419325046,1184.1841841841842,0.16478424728873586
2025-04-24 23:05:29.612251,2862.906337411635,490.5623040979825,11.374973301659493,1188.1881881881882,0.9745457788040149
2025-04-24 23:05:30.612251,3040.3255024641735,562.7123577763012,11.570630992274564,1192.1921921921921,0.2510575982651686
2025-04-24 23:05:31.612251,2857.64502343154,561.5252314188488,8.50589521751251,1196.1961961961963,0.2707369045037912
2025-04-24 23:05:32.612251,3176.7173979990484,650.3937072890533,11.015467491734293,1200.2002002002002,0.3073252704000433
2025-04-24 23:05:33.612251,3017.445666258659,521.992724706956,9.210047750222857,1204.2042042042042,0.8076390762244502
2025-04-24 23:05:34.612251,3132.9829186067504,499.6310569293938,10.04015917257043,1208.2082082082081,0.5899873541137021
2025-04-24 23:05:35.612251,3045.1564450105047,427.2509715832982,10.882395532186365,1212.2122122122123,0.8904361511693335
2025-04-24 23:05:36.612251,2937.4487952614145,468.8824988255295,9.508813590406916,1216.2162162162163,0.5856384849633798
2025-04-24 23:05:37.612251,2829.6189300542715,545.5283804733597,9.449029739923487,1220.2202202202202,0.5232774561527187
2025-04-24 23:05:38.612251,2982.359105062561,582.730517031675,10.995344662472027,1224.2242242242241,0.306835012598628
2025-04-24 23:05:39.612251,2918.6922613380443,419.4682905737223,10.327812798172847,1228.2282282282283,0.41502666099058616
2025-04-24 23:05:40.612251,2788.23266164769,656.7340970211002,11.086743936342522,1232.2322322322323,0.9927545636534056
2025-04-24 23:05:41.612251,2994.6301157770476,377.0880525892818,10.639063052660331,1236.2362362362362,0.8381755876552114
2025-04-24 23:05:42.612251,3092.1202981227984,552.7290970008061,10.07584698816344,1240.2402402402404,0.7039647320799989
2025-04-24 23:05:43.612251,2921.8705801397496,528.6213479657338,8.291965788625355,1244.2442442442443,0.3917474134019576
2025-04-24 23:05:44.612251,2969.442924099088,470.84605831039954,11.062636495887253,1248.2482482482483,0.7378278407933611
2025-04-24 23:05:45.612251,3219.7282690984107,471.6795702410996,8.968593771302809,1252.2522522522522,0.9771584162021694
2025-04-24 23:05:46.612251,2998.9694916627645,531.6625610958552,10.773144699292802,1256.2562562562562,0.4388860043523739
2025-04-24 23:05:47.612251,3056.809172268972,458.17948071248367,8.301899382211552,1260.2602602602603,0.5657626599711814
2025-04-24 23:05:48.612251,2875.2737135450984,491.126628604301,11.137592183218665,1264.2642642642643,0.36250817841429495
2025-04-24 23:05:49.612251,2906.3753578910787,485.41215282318956,10.931524222963228,1268.2682682682682,0.39608974217756776
2025-04-24 23:05:50.612251,2903.692265848791,514.7085472819532,10.878922843067624,1272.2722722722724,0.8164769499694746
2025-04-24 23:05:51.612251,2879.7408716612663,489.9101005380421,11.774499260243664,1276.2762762762763,0.5125263981468384
2025-04-24 23:05:52.612251,2860.9899857039504,481.6886165412877,9.89721731419939,1280.2802802802803,0.10067546183193699
2025-04-24 23:05:53.612251,3071.3682621289295,428.70709129321006,11.049468663139724,1284.2842842842842,0.9179346558309005
2025-04-24 23:05:54.612251,3060.359795591394,616.9114240138783,10.672852502331295,1288.2882882882882,0.5347487355948387
2025-04-24 23:05:55.612251,3121.3852721348003,459.1453672727162,10.357146298919302,1292.2922922922924,0.02552395957471809
2025-04-24 23:05:56.612251,3029.1126926599704,419.74557208358914,8.696545599221613,1296.2962962962963,0.02307105714282065
2025-04-24 23:05:57.612251,3072.001359899216,376.1476797770517,10.593256142256397,1300.3003003003003,0.5341332451157521
2025-04-24 23:05:58.612251,3074.3795823967585,521.863363937757,10.181756760535912,1304.3043043043044,0.19518181971232462
2025-04-24 23:05:59.612251,2940.6145702910057,471.4511676281282,10.934621596636227,1308.3083083083084,0.41649407703236185
